  234, 11618, 16831, 32766,    31, -1778,    -1, -32768,     2,    16,     1,     0,     0,    -3,    -1,     0,    -1
  235, 11620, 16841, 32764,    32, -1740,     0, -32375,     2,    17,     0,     0,     0,    -5,     1,     0,    -2
  236, 11620, 16830, 32767,    33, -1679,     0, -31436,     2,    15,     1,     0,     0,    -3,     0,     0,    -2
  237, 11620, 16829, 32767,    34, -1604,     2, -29998,     2,    15,     0,     0,     0,    -2,    -1,     0,    -1
  238, 11620, 16838, 32766,    34, -1505,     1, -28086,     1,    14,     0,     0,     0,    -4,     0,     0,    -1
  239, 11619, 16835, 32766,    36, -1388,     1, -25736,     1,    12,    -1,     0,     0,    -3,     0,     0,    -1
  240, 11618, 16829, 32767,    35, -1257,     0, -22978,     1,    12,     0,     0,     0,    -4,     0,     0,    -2
  241, 11619, 16835, 32767,    35, -1112,    -1, -19858,     3,    11,    -1,     0,     0,    -4,     1,     0,    -1
  242, 11619, 16840, 32767,    36,  -957,    -2, -16432,     1,     9,    -1,     0,     0,    -5,     0,     0,    -1
  243, 11618, 16840, 32766,    35,  -791,     0, -12747,     2,     7,     1,     0,     0,    -4,     0,     0,    -2
  244, 11620, 16832, 32767,    34,  -621,     0, -8860,     2,     5,    -1,     0,     0,    -4,     0,     0,     0
  245, 11618, 16835, 32767,    31,  -446,     0, -4833,     2,     3,    -1,     0,     0,    -4,     0,     0,    -1
  246, 11620, 16836, 32766,    31,  -272,    -1,  -734,     2,     2,    -1,     0,     0,    -4,     0,     0,     0
  247, 11618, 16837, 32767,    28,  -104,    -1,  3377,     2,    -1,     0,     0,     0,    -2,     0,     0,    -1
  248, 11618, 16829, 32767,    28,    63,    -1,  7429,     2,    -2,    -1,     0,     0,    -4,     2,     0,    -1
  249, 11619, 16839, 32767,    24,   225,     1, 11362,     2,    -4,     0,     0,     0,    -3,     0,     0,     0
  250, 11618, 16833, 32766,    23,   371,    -1, 15118,     2,    -4,    -1,     0,     0,    -4,     0,     0,    -1
  251, 11619, 16839, 32766,    21,   502,     0, 18632,     1,    -6,    -2,     0,     0,    -3,     1,     0,     0
  252, 11620, 16832, 32765,    18,   624,    -1, 21854,     3,   -10,    -2,     0,     0,    -3,    -1,     0,     0
  253, 11618, 16835, 32766,    16,   729,     0, 24726,     1,    -9,    -2,     0,     0,    -4,    -1,     0,    -1
  254, 11619, 16833, 32767,    14,   812,     1, 27207,     2,   -10,     0,     0,     0,    -2,     0,     0,    -1
  255, 11618, 16836, 32767,    12,   875,    -1, 29257,     1,   -11,    -2,     0,     0,    -3,    -1,     0,    -1
